timestamp,portfolio_pnl,portfolio_pnl_percent,portfolio_win_rate,active_bots,total_trades
2025-11-05T14:10:55.707Z,-0.03,-0.00,66.67,21,3
2025-11-05T14:11:05.721Z,-0.03,-0.00,66.67,21,3
2025-11-05T14:11:15.723Z,-0.03,-0.00,66.67,21,3
2025-11-05T14:11:25.726Z,-0.03,-0.00,66.67,21,3
2025-11-05T14:11:35.731Z,-0.03,-0.00,66.67,21,3
2025-11-05T14:11:45.735Z,-0.03,-0.00,66.67,21,3
2025-11-05T14:11:55.736Z,-0.03,-0.00,66.67,21,3
2025-11-05T14:12:05.737Z,-0.03,-0.00,66.67,21,3
2025-11-05T14:12:15.741Z,-0.03,-0.00,66.67,21,3
2025-11-05T14:12:25.745Z,-0.03,-0.00,66.67,21,3
2025-11-05T14:12:35.753Z,-0.03,-0.00,66.67,21,3
2025-11-05T14:12:45.755Z,-0.03,-0.00,66.67,21,3
2025-11-05T14:12:55.769Z,-0.03,-0.00,66.67,21,3
2025-11-05T14:13:05.774Z,-0.03,-0.00,66.67,21,3
2025-11-05T14:13:15.785Z,-0.03,-0.00,66.67,21,3
2025-11-05T14:13:25.797Z,-0.03,-0.00,66.67,21,3
2025-11-05T14:13:35.804Z,-0.03,-0.00,66.67,21,3
2025-11-05T14:13:45.819Z,-0.03,-0.00,66.67,21,3
2025-11-05T14:15:25.505Z,0.00,0.00,0.00,0,0
2025-11-05T14:15:35.528Z,0.00,0.00,0.00,0,0
2025-11-05T14:15:45.528Z,0.00,0.00,0.00,0,0
2025-11-05T14:15:55.532Z,0.00,0.00,0.00,0,0
2025-11-05T14:16:05.534Z,0.00,0.00,0.00,0,0
2025-11-05T14:16:15.539Z,0.00,0.00,0.00,0,0
2025-11-05T14:16:25.547Z,0.00,0.00,0.00,0,0
2025-11-05T14:16:35.546Z,0.00,0.00,0.00,0,0
2025-11-05T14:17:31.945Z,0.00,0.00,0.00,0,0
2025-11-05T14:17:41.962Z,0.00,0.00,0.00,21,0
2025-11-05T14:17:51.970Z,0.00,0.00,0.00,21,0
2025-11-05T14:18:01.978Z,0.00,0.00,0.00,21,0
2025-11-05T14:18:31.987Z,0.00,0.00,0.00,21,0
2025-11-05T14:18:41.993Z,0.00,0.00,0.00,21,0
2025-11-05T14:18:51.996Z,0.00,0.00,0.00,21,0
2025-11-05T14:19:05.856Z,0.00,0.00,0.00,0,0
2025-11-05T14:19:15.872Z,0.00,0.00,0.00,21,0
2025-11-05T14:19:25.887Z,0.00,0.00,0.00,21,0
2025-11-05T14:19:35.889Z,0.00,0.00,0.00,21,0
2025-11-10T12:16:50.461Z,0.00,0.00,0.00,0,0
2025-11-10T12:17:00.478Z,0.00,0.00,0.00,5,0
2025-11-10T12:17:10.485Z,0.00,0.00,0.00,5,0
2025-11-10T12:17:20.484Z,0.00,0.00,0.00,5,0
2025-11-10T12:17:30.489Z,0.00,0.00,0.00,5,0
2025-11-10T12:17:40.495Z,0.00,0.00,0.00,5,0
2025-11-10T12:17:50.507Z,0.00,0.00,0.00,5,0
2025-11-10T12:18:00.511Z,0.00,0.00,0.00,5,0
2025-11-10T12:18:10.518Z,0.00,0.00,0.00,5,0
2025-11-10T12:18:20.525Z,0.00,0.00,0.00,5,0
2025-11-10T12:18:30.533Z,0.00,0.00,0.00,5,0
2025-11-10T12:18:40.546Z,0.00,0.00,0.00,5,0
2025-11-10T12:18:50.557Z,0.00,0.00,0.00,5,0
2025-11-10T12:19:00.565Z,0.00,0.00,0.00,5,0
2025-11-10T12:19:10.575Z,0.00,0.00,0.00,5,0
2025-11-10T12:19:20.587Z,0.00,0.00,0.00,5,0
2025-11-10T12:19:30.594Z,0.00,0.00,0.00,5,0
2025-11-10T12:19:40.604Z,0.00,0.00,0.00,5,0
2025-11-10T12:19:50.607Z,0.00,0.00,0.00,5,0
2025-11-10T12:20:00.618Z,0.00,0.00,0.00,5,0
2025-11-10T12:20:10.621Z,0.00,0.00,0.00,5,0
2025-11-10T12:20:20.621Z,0.00,0.00,0.00,5,0
2025-11-10T12:20:30.625Z,0.00,0.00,0.00,5,0
2025-11-10T12:20:40.627Z,0.00,0.00,0.00,5,0
2025-11-10T12:20:50.641Z,0.00,0.00,0.00,5,0
2025-11-10T12:21:00.649Z,0.00,0.00,0.00,5,0
2025-11-10T12:21:10.652Z,0.00,0.00,0.00,5,0
2025-11-10T12:21:20.660Z,0.00,0.00,0.00,5,0
2025-11-10T12:21:30.663Z,0.00,0.00,0.00,5,0
2025-11-10T12:21:40.666Z,0.00,0.00,0.00,5,0
2025-11-10T12:21:50.671Z,0.00,0.00,0.00,5,0
2025-11-10T12:22:00.682Z,0.00,0.00,0.00,5,0
2025-11-10T12:22:10.686Z,0.00,0.00,0.00,5,0
2025-11-10T12:22:20.689Z,0.00,0.00,0.00,5,0
2025-11-10T12:22:30.690Z,0.00,0.00,0.00,5,0
2025-11-10T12:22:40.695Z,0.00,0.00,0.00,5,0
2025-11-10T12:22:50.703Z,0.00,0.00,0.00,5,0
2025-11-10T12:23:00.703Z,0.00,0.00,0.00,5,0
2025-11-10T12:23:10.714Z,0.00,0.00,0.00,5,0
2025-11-10T12:23:20.715Z,0.00,0.00,0.00,5,0
2025-11-10T12:23:30.721Z,0.00,0.00,0.00,5,0
2025-11-10T12:23:40.725Z,0.00,0.00,0.00,5,0
2025-11-10T12:23:50.737Z,0.00,0.00,0.00,5,0
2025-11-10T12:24:00.753Z,0.00,0.00,0.00,5,0
2025-11-10T12:24:10.767Z,0.00,0.00,0.00,5,0
2025-11-10T12:24:20.768Z,0.00,0.00,0.00,5,0
2025-11-10T12:24:30.780Z,0.00,0.00,0.00,5,0
2025-11-10T12:24:40.793Z,0.00,0.00,0.00,5,0
2025-11-10T12:24:50.803Z,0.00,0.00,0.00,5,0
2025-11-10T12:25:00.806Z,0.00,0.00,0.00,5,0
2025-11-10T12:25:10.817Z,0.00,0.00,0.00,5,0
2025-11-10T12:25:20.817Z,0.00,0.00,0.00,5,0
2025-11-10T12:25:30.829Z,0.00,0.00,0.00,5,0
2025-11-10T12:25:40.831Z,0.00,0.00,0.00,5,0
2025-11-10T12:25:50.845Z,0.00,0.00,0.00,5,0
2025-11-10T12:26:00.847Z,0.00,0.00,0.00,5,0
2025-11-10T12:26:10.854Z,0.00,0.00,0.00,5,0
2025-11-10T12:26:20.859Z,0.00,0.00,0.00,5,0
2025-11-10T12:26:30.862Z,0.00,0.00,0.00,5,0
2025-11-10T12:26:40.873Z,0.00,0.00,0.00,5,0
2025-11-10T12:26:50.885Z,0.00,0.00,0.00,5,0
2025-11-10T12:27:00.900Z,0.00,0.00,0.00,5,0
2025-11-10T12:27:10.903Z,0.00,0.00,0.00,5,0
2025-11-10T12:27:20.905Z,0.00,0.00,0.00,5,0
2025-11-10T12:27:30.919Z,0.00,0.00,0.00,5,0
2025-11-10T12:27:40.924Z,0.00,0.00,0.00,5,0
2025-11-10T12:27:50.928Z,0.00,0.00,0.00,5,0
2025-11-10T12:28:00.938Z,0.00,0.00,0.00,5,0
2025-11-10T12:28:10.946Z,0.00,0.00,0.00,5,0
2025-11-10T12:28:20.950Z,0.00,0.00,0.00,5,0
2025-11-10T12:28:30.952Z,0.00,0.00,0.00,5,0
2025-11-10T12:28:40.964Z,0.00,0.00,0.00,5,0
2025-11-10T12:28:50.965Z,0.00,0.00,0.00,5,0
2025-11-10T12:29:00.977Z,0.00,0.00,0.00,5,0
2025-11-10T12:29:10.981Z,0.00,0.00,0.00,5,0
2025-11-10T12:29:20.992Z,0.00,0.00,0.00,5,0
2025-11-10T12:29:30.996Z,0.00,0.00,0.00,5,0
2025-11-10T12:29:40.996Z,0.00,0.00,0.00,5,0
2025-11-10T12:29:51.008Z,0.00,0.00,0.00,5,0
2025-11-10T12:30:01.018Z,0.00,0.00,0.00,5,0
2025-11-10T12:30:11.026Z,0.00,0.00,0.00,5,0
2025-11-10T12:30:21.036Z,0.00,0.00,0.00,5,0
2025-11-10T12:30:31.047Z,0.00,0.00,0.00,5,0
2025-11-10T12:30:41.047Z,0.00,0.00,0.00,5,0
2025-11-10T12:30:51.046Z,0.00,0.00,0.00,5,0
2025-11-10T12:31:01.053Z,0.00,0.00,0.00,5,0
2025-11-10T12:31:11.063Z,0.00,0.00,0.00,5,0
2025-11-10T12:31:21.069Z,0.00,0.00,0.00,5,0
2025-11-10T12:31:31.072Z,0.00,0.00,0.00,5,0
2025-11-10T12:34:39.375Z,0.00,0.00,0.00,0,0
2025-11-10T12:34:49.387Z,0.00,0.00,0.00,5,0
2025-11-10T12:34:59.396Z,0.00,0.00,0.00,5,0
2025-11-10T12:35:09.402Z,0.00,0.00,0.00,5,0
2025-11-10T12:35:19.406Z,0.00,0.00,0.00,5,0
2025-11-10T12:35:29.419Z,0.00,0.00,0.00,5,0
2025-11-10T12:35:39.426Z,0.00,0.00,0.00,5,0
2025-11-10T12:35:49.441Z,0.00,0.00,0.00,5,0
2025-11-10T12:35:59.444Z,0.00,0.00,0.00,5,0
2026-01-01T02:04:42.121Z,0.00,0.00,0.00,0,0
